id,name,tag_line,logo,image,description,address,tin_no,status,is_deleted,created_on,updated_on,closing_time,opening_time,cost_for_two,delivery_time,minimum_order
141,           Food Perfecto         ,"Chinese, North Indian, Desserts",images/NEkCYUCs.jpg,images/NEkCYUCs.jpg,"Chinese, North Indian, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
142,           Sandwich King         ,Fast Food,images/olIFAiFZ.jpg,images/olIFAiFZ.jpg,Fast Food,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,60,99
143,           Thela001         ,"Chinese, Fast Food, North Indian",images/nVjKvMGE.jpg,images/nVjKvMGE.jpg,"Chinese, Fast Food, North Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,50,99
144,           Behrouz Biryani         ,Biryani,images/GaeonMxm.jpg,images/GaeonMxm.jpg,Biryani,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,45,50
145,           RollsKing         ,"Rolls, North Indian",images/TCgZCmPX.jpg,images/TCgZCmPX.jpg,"Rolls, North Indian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,15,50
146,           Salad Days         ,"Healthy Food, Salad, Juices",images/EwFDOYvA.jpg,images/EwFDOYvA.jpg,"Healthy Food, Salad, Juices",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,45,50
147,           Rozaana         ,"North Indian, Chinese, South Indian, Fast Food",images/xcooDQpB.jpg,images/xcooDQpB.jpg,"North Indian, Chinese, South Indian, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
148,           Chaayos         ,"Cafe, Beverages, Fast Food, Sandwich",images/kgNHSBEJ.jpg,images/kgNHSBEJ.jpg,"Cafe, Beverages, Fast Food, Sandwich",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
149,           Shree Rathnam         ,"North Indian, South Indian, Chinese",images/DlbfsmeL.jpg,images/DlbfsmeL.jpg,"North Indian, South Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,40,50
150,           Haristo Cafe & Pizzeria         ,"Italian, Fast Food, Pizza, Cafe",images/uOraDNIs.jpg,images/uOraDNIs.jpg,"Italian, Fast Food, Pizza, Cafe",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,40,50
151,           Dada's Chops         ,"Bengali, Rolls, Biryani",images/NjSfiMIS.jpg,images/NjSfiMIS.jpg,"Bengali, Rolls, Biryani",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,45,50
152,           Giani         ,"Desserts, Ice Cream, Beverages",images/cJEytvLe.jpg,images/cJEytvLe.jpg,"Desserts, Ice Cream, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
153,           Ka Eclairs & Kafe         ,"Bakery, Fast Food",images/HFOExKNo.jpg,images/HFOExKNo.jpg,"Bakery, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,30,99
154,           King Of Combo         ,"North Indian, Chinese",images/ccMRGiTd.jpg,images/ccMRGiTd.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
155,           Fit Fuel Capital         ,"Healthy Food, Salad, Italian, Sandwich, Beverages",images/IaACkQtl.jpg,images/IaACkQtl.jpg,"Healthy Food, Salad, Italian, Sandwich, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,99
156,           Captain Grub         ,"Burger, American, Fast Food, Salad",images/CQzPcrlq.jpg,images/CQzPcrlq.jpg,"Burger, American, Fast Food, Salad",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,30,99
157,           Sikandrabadi         ,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai",images/BNMcJXXj.jpg,images/BNMcJXXj.jpg,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,30,99
158,           Nazeer Foods         ,"Mughlai, Rolls",images/cLXkzqSt.jpg,images/cLXkzqSt.jpg,"Mughlai, Rolls",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,50
159,           Biryani Art         ,"Hyderabadi, North Indian, Biryani, Kebab",images/XPeBjjxx.jpg,images/XPeBjjxx.jpg,"Hyderabadi, North Indian, Biryani, Kebab",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,55,99
160,           Faasos         ,"North Indian, Fast Food, Biryani",images/Eseuwtjk.jpg,images/Eseuwtjk.jpg,"North Indian, Fast Food, Biryani",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,44,50
161,           The Chandni Chowk Restaurant         ,"North Indian, South Indian, Chinese, Mughlai, Street Food",images/HkMRUOHJ.jpg,images/HkMRUOHJ.jpg,"North Indian, South Indian, Chinese, Mughlai, Street Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,99
162,           Chaayos         ,"Cafe, Beverages, Fast Food, Sandwich",images/alozonpW.jpg,images/alozonpW.jpg,"Cafe, Beverages, Fast Food, Sandwich",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
163,           Shree Rathnam         ,"North Indian, South Indian, Chinese",images/QPTvpzgl.jpg,images/QPTvpzgl.jpg,"North Indian, South Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,40,50
164,           Haristo Cafe & Pizzeria         ,"Italian, Fast Food, Pizza, Cafe",images/lAloDfZz.jpg,images/lAloDfZz.jpg,"Italian, Fast Food, Pizza, Cafe",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,40,50
165,           Dada's Chops         ,"Bengali, Rolls, Biryani",images/pziScYZD.jpg,images/pziScYZD.jpg,"Bengali, Rolls, Biryani",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,45,50
166,           Giani         ,"Desserts, Ice Cream, Beverages",images/EScjwsdn.jpg,images/EScjwsdn.jpg,"Desserts, Ice Cream, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
167,           Ka Eclairs & Kafe         ,"Bakery, Fast Food",images/UmWDzXCw.jpg,images/UmWDzXCw.jpg,"Bakery, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,30,99
168,           King Of Combo         ,"North Indian, Chinese",images/tYBBFoxe.jpg,images/tYBBFoxe.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
169,           Fit Fuel Capital         ,"Healthy Food, Salad, Italian, Sandwich, Beverages",images/qFwsoxPR.jpg,images/qFwsoxPR.jpg,"Healthy Food, Salad, Italian, Sandwich, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,99
170,           Captain Grub         ,"Burger, American, Fast Food, Salad",images/hRIUTzsb.jpg,images/hRIUTzsb.jpg,"Burger, American, Fast Food, Salad",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,400,30,99
171,           Sikandrabadi         ,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai",images/IysVxtWi.jpg,images/IysVxtWi.jpg,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,30,99
172,           Nazeer Foods         ,"Mughlai, Rolls",images/JbwjMktL.jpg,images/JbwjMktL.jpg,"Mughlai, Rolls",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,50
173,           Biryani Art         ,"Hyderabadi, North Indian, Biryani, Kebab",images/ACyojLfB.jpg,images/ACyojLfB.jpg,"Hyderabadi, North Indian, Biryani, Kebab",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,55,99
174,           Faasos         ,"North Indian, Fast Food, Biryani",images/bUxTPZOj.jpg,images/bUxTPZOj.jpg,"North Indian, Fast Food, Biryani",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,44,50
175,           The Chandni Chowk Restaurant         ,"North Indian, South Indian, Chinese, Mughlai, Street Food",images/zWTtABoE.jpg,images/zWTtABoE.jpg,"North Indian, South Indian, Chinese, Mughlai, Street Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,99
176,           Burger Point         ,"Burger, Fast Food",images/BykFHMxs.jpg,images/BykFHMxs.jpg,"Burger, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,40,50
177,           Taco Bell         ,"Mexican, Fast Food",images/sjFONhAp.jpg,images/sjFONhAp.jpg,"Mexican, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,30,50
178,           Adraq by OYO         ,North Indian,images/jKKCwfEt.jpg,images/jKKCwfEt.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
179,           Pizza Hut         ,"Italian, Pizza",images/ylYSIBKA.jpg,images/ylYSIBKA.jpg,"Italian, Pizza",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,30,50
180,           Mom's Pizza         ,"Pizza, Burger, Fast Food",images/pVnhgJWl.jpg,images/pVnhgJWl.jpg,"Pizza, Burger, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,60,50
181,           Dilli 6         ,"North Indian, Chinese",images/nsXAPeMq.jpg,images/nsXAPeMq.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,0
182,           Your's Pizza         ,"Pizza, Italian",images/APGLxSLt.jpg,images/APGLxSLt.jpg,"Pizza, Italian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,40,50
183,           Sagar Chole Bhature         ,Street Food,images/SrVUfzJw.jpg,images/SrVUfzJw.jpg,Street Food,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
184,           Waffles & Crepes         ,"Desserts, Beverages",images/RYYDdsEP.jpg,images/RYYDdsEP.jpg,"Desserts, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,45,50
185,           Healthie         ,"Healthy Food, Salad, Juices, Continental, Sandwich",images/KBixvkUn.jpg,images/KBixvkUn.jpg,"Healthy Food, Salad, Juices, Continental, Sandwich",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,50,50
186,           InnerChef         ,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",images/VrrOeVOk.jpg,images/VrrOeVOk.jpg,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
187,           Oye Samosa         ,"Fast Food, Rolls",images/VGVeLRLv.jpg,images/VGVeLRLv.jpg,"Fast Food, Rolls",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,60,99
188,           Dietwholic         ,"Healthy Food, North Indian, Chinese, Continental",images/wvwRiHAM.jpg,images/wvwRiHAM.jpg,"Healthy Food, North Indian, Chinese, Continental",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,60,99
189,           Ganeshwaram         ,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",images/MXWCWHKM.jpg,images/MXWCWHKM.jpg,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,45,50
190,           Prince Food Corner         ,"North Indian, Chinese",images/eirnJvYR.jpg,images/eirnJvYR.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
191,           Taco Bell         ,"Mexican, Fast Food",images/vTVLpVbj.jpg,images/vTVLpVbj.jpg,"Mexican, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,30,50
192,           Adraq by OYO         ,North Indian,images/EeZYFAWM.jpg,images/EeZYFAWM.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
193,           Pizza Hut         ,"Italian, Pizza",images/zaMMkjRp.jpg,images/zaMMkjRp.jpg,"Italian, Pizza",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,30,50
194,           Mom's Pizza         ,"Pizza, Burger, Fast Food",images/ymyVSijH.jpg,images/ymyVSijH.jpg,"Pizza, Burger, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,60,50
195,           Dilli 6         ,"North Indian, Chinese",images/fjhrGrAw.jpg,images/fjhrGrAw.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,0
196,           Your's Pizza         ,"Pizza, Italian",images/fieeWBWk.jpg,images/fieeWBWk.jpg,"Pizza, Italian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,40,50
197,           Sagar Chole Bhature         ,Street Food,images/YpxxQwGY.jpg,images/YpxxQwGY.jpg,Street Food,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
198,           Waffles & Crepes         ,"Desserts, Beverages",images/SbpHpKjR.jpg,images/SbpHpKjR.jpg,"Desserts, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,45,50
199,           Healthie         ,"Healthy Food, Salad, Juices, Continental, Sandwich",images/GmrbUoex.jpg,images/GmrbUoex.jpg,"Healthy Food, Salad, Juices, Continental, Sandwich",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,350,50,50
200,           InnerChef         ,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",images/GgRyHnXC.jpg,images/GgRyHnXC.jpg,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,50,50
201,           Oye Samosa         ,"Fast Food, Rolls",images/hWNpAEMA.jpg,images/hWNpAEMA.jpg,"Fast Food, Rolls",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,60,99
202,           Dietwholic         ,"Healthy Food, North Indian, Chinese, Continental",images/wBxGJFCj.jpg,images/wBxGJFCj.jpg,"Healthy Food, North Indian, Chinese, Continental",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,60,99
203,           Ganeshwaram         ,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",images/avNkUAWm.jpg,images/avNkUAWm.jpg,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,45,50
204,           Prince Food Corner         ,"North Indian, Chinese",images/QcYvDRbN.jpg,images/QcYvDRbN.jpg,"North Indian, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,100,30,50
205,           Big Bite Restaurant         ,"Healthy Food, Mughlai, Chinese, Fast Food",images/ArWeEyQV.jpg,images/ArWeEyQV.jpg,"Healthy Food, Mughlai, Chinese, Fast Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,99
206,           The Belgian Waffle Co.         ,"Desserts, Beverages",images/ZgQHgODI.jpg,images/ZgQHgODI.jpg,"Desserts, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
207,           The Maven's Junction         ,North Indian,images/coRMJGgD.jpg,images/coRMJGgD.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
208,           Asian Fun         ,"Chinese, Momos, Sushi, Thai, Asian",images/FtZOvoPD.jpg,images/FtZOvoPD.jpg,"Chinese, Momos, Sushi, Thai, Asian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,45,99
209,           Hira Sweets         ,"Mithai, North Indian, South Indian, Street Food, Chinese",images/LimLWZsv.jpg,images/LimLWZsv.jpg,"Mithai, North Indian, South Indian, Street Food, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
210,           Cafe 16         ,"Fast Food, Chinese",images/FtOEFgFw.jpg,images/FtOEFgFw.jpg,"Fast Food, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
211,           Hurry's Paratha         ,"North Indian, Pizza",images/ZmJFRYaL.jpg,images/ZmJFRYaL.jpg,"North Indian, Pizza",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,40,99
212,           Keventers         ,"Beverages, Ice Cream, Desserts",images/qyMhLggN.jpg,images/qyMhLggN.jpg,"Beverages, Ice Cream, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
213,           Barfi         ,"North Indian, South Indian, Chinese, Street Food",images/PZeAuyRI.jpg,images/PZeAuyRI.jpg,"North Indian, South Indian, Chinese, Street Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
214,           O'Biryani by OYO         ,Biryani,images/cWiQKGKA.jpg,images/cWiQKGKA.jpg,Biryani,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
215,           Khan's Kathi Rolls         ,"North Indian, Rolls",images/JiPitXZc.jpg,images/JiPitXZc.jpg,"North Indian, Rolls",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,45,99
216,           Play Pizza         ,"Italian, Pizza",images/zbfkGkhx.jpg,images/zbfkGkhx.jpg,"Italian, Pizza",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,60,99
217,           Gulab         ,"North Indian, Chinese, Street Food, Mithai",images/lkobpPtp.jpg,images/lkobpPtp.jpg,"North Indian, Chinese, Street Food, Mithai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
218,           Shahi Kitchen         ,"North Indian, Chinese, Mughlai",images/htQOYiTV.jpg,images/htQOYiTV.jpg,"North Indian, Chinese, Mughlai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
219,           MomosBox         ,"Tibetan, Momos",images/dGZkaFXh.jpg,images/dGZkaFXh.jpg,"Tibetan, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,99
220,           The Belgian Waffle Co.         ,"Desserts, Beverages",images/CHRiVrqW.jpg,images/CHRiVrqW.jpg,"Desserts, Beverages",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
221,           The Maven's Junction         ,North Indian,images/IRApHJKn.jpg,images/IRApHJKn.jpg,North Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,45,50
222,           Asian Fun         ,"Chinese, Momos, Sushi, Thai, Asian",images/gljVSTVR.jpg,images/gljVSTVR.jpg,"Chinese, Momos, Sushi, Thai, Asian",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,45,99
223,           Hira Sweets         ,"Mithai, North Indian, South Indian, Street Food, Chinese",images/PyddafNS.jpg,images/PyddafNS.jpg,"Mithai, North Indian, South Indian, Street Food, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
224,           Cafe 16         ,"Fast Food, Chinese",images/lHvMRHsW.jpg,images/lHvMRHsW.jpg,"Fast Food, Chinese",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
225,           Hurry's Paratha         ,"North Indian, Pizza",images/NkIQbuqA.jpg,images/NkIQbuqA.jpg,"North Indian, Pizza",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,40,99
226,           Keventers         ,"Beverages, Ice Cream, Desserts",images/lLCIYRaV.jpg,images/lLCIYRaV.jpg,"Beverages, Ice Cream, Desserts",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
227,           Barfi         ,"North Indian, South Indian, Chinese, Street Food",images/hEnAtMsZ.jpg,images/hEnAtMsZ.jpg,"North Indian, South Indian, Chinese, Street Food",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
228,           O'Biryani by OYO         ,Biryani,images/kuCUsnPc.jpg,images/kuCUsnPc.jpg,Biryani,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
229,           Khan's Kathi Rolls         ,"North Indian, Rolls",images/LZjjShUe.jpg,images/LZjjShUe.jpg,"North Indian, Rolls",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,45,99
230,           Play Pizza         ,"Italian, Pizza",images/AHrQQPAP.jpg,images/AHrQQPAP.jpg,"Italian, Pizza",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,300,60,99
231,           Gulab         ,"North Indian, Chinese, Street Food, Mithai",images/oyFhOGvX.jpg,images/oyFhOGvX.jpg,"North Indian, Chinese, Street Food, Mithai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,50
232,           Shahi Kitchen         ,"North Indian, Chinese, Mughlai",images/dFPesueD.jpg,images/dFPesueD.jpg,"North Indian, Chinese, Mughlai",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,200,30,50
233,           MomosBox         ,"Tibetan, Momos",images/mFyFqacJ.jpg,images/mFyFqacJ.jpg,"Tibetan, Momos",                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,150,30,99
234,           Naivedyam         ,South Indian,images/gctajIsB.jpg,images/gctajIsB.jpg,South Indian,                                                 Noida                                                ,201301,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,11:00,250,45,50
