id,name,tag_line,logo,image,description,address,status,is_deleted,created_on,updated_on,closing_time,cost_for_two,delivery_time,minimum_order,opening_time
146,           Salad Days         ,"Healthy Food, Salad, Juices",EwFDOYvA.jpg,EwFDOYvA.jpg,"Healthy Food, Salad, Juices",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,45,50,11:00
147,           Rozaana         ,"North Indian, Chinese, South Indian, Fast Food",xcooDQpB.jpg,xcooDQpB.jpg,"North Indian, Chinese, South Indian, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
148,           Chaayos         ,"Cafe, Beverages, Fast Food, Sandwich",kgNHSBEJ.jpg,kgNHSBEJ.jpg,"Cafe, Beverages, Fast Food, Sandwich",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
149,           Shree Rathnam         ,"North Indian, South Indian, Chinese",DlbfsmeL.jpg,DlbfsmeL.jpg,"North Indian, South Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,40,50,11:00
150,           Haristo Cafe & Pizzeria         ,"Italian, Fast Food, Pizza, Cafe",uOraDNIs.jpg,uOraDNIs.jpg,"Italian, Fast Food, Pizza, Cafe",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,350,40,50,11:00
151,           Dada's Chops         ,"Bengali, Rolls, Biryani",NjSfiMIS.jpg,NjSfiMIS.jpg,"Bengali, Rolls, Biryani",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,45,50,11:00
152,           Giani         ,"Desserts, Ice Cream, Beverages",cJEytvLe.jpg,cJEytvLe.jpg,"Desserts, Ice Cream, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
153,           Ka Eclairs & Kafe         ,"Bakery, Fast Food",HFOExKNo.jpg,HFOExKNo.jpg,"Bakery, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,30,99,11:00
154,           King Of Combo         ,"North Indian, Chinese",ccMRGiTd.jpg,ccMRGiTd.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
155,           Fit Fuel Capital         ,"Healthy Food, Salad, Italian, Sandwich, Beverages",IaACkQtl.jpg,IaACkQtl.jpg,"Healthy Food, Salad, Italian, Sandwich, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,99,11:00
156,           Captain Grub         ,"Burger, American, Fast Food, Salad",CQzPcrlq.jpg,CQzPcrlq.jpg,"Burger, American, Fast Food, Salad",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,30,99,11:00
157,           Sikandrabadi         ,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai",BNMcJXXj.jpg,BNMcJXXj.jpg,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,350,30,99,11:00
158,           Nazeer Foods         ,"Mughlai, Rolls",cLXkzqSt.jpg,cLXkzqSt.jpg,"Mughlai, Rolls",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,50,11:00
159,           Biryani Art         ,"Hyderabadi, North Indian, Biryani, Kebab",XPeBjjxx.jpg,XPeBjjxx.jpg,"Hyderabadi, North Indian, Biryani, Kebab",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,55,99,11:00
160,           Faasos         ,"North Indian, Fast Food, Biryani",Eseuwtjk.jpg,Eseuwtjk.jpg,"North Indian, Fast Food, Biryani",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,44,50,11:00
161,           The Chandni Chowk Restaurant         ,"North Indian, South Indian, Chinese, Mughlai, Street Food",HkMRUOHJ.jpg,HkMRUOHJ.jpg,"North Indian, South Indian, Chinese, Mughlai, Street Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,99,11:00
162,           Chaayos         ,"Cafe, Beverages, Fast Food, Sandwich",alozonpW.jpg,alozonpW.jpg,"Cafe, Beverages, Fast Food, Sandwich",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
163,           Shree Rathnam         ,"North Indian, South Indian, Chinese",QPTvpzgl.jpg,QPTvpzgl.jpg,"North Indian, South Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,40,50,11:00
164,           Haristo Cafe & Pizzeria         ,"Italian, Fast Food, Pizza, Cafe",lAloDfZz.jpg,lAloDfZz.jpg,"Italian, Fast Food, Pizza, Cafe",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,350,40,50,11:00
165,           Dada's Chops         ,"Bengali, Rolls, Biryani",pziScYZD.jpg,pziScYZD.jpg,"Bengali, Rolls, Biryani",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,45,50,11:00
166,           Giani         ,"Desserts, Ice Cream, Beverages",EScjwsdn.jpg,EScjwsdn.jpg,"Desserts, Ice Cream, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
167,           Ka Eclairs & Kafe         ,"Bakery, Fast Food",UmWDzXCw.jpg,UmWDzXCw.jpg,"Bakery, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,30,99,11:00
168,           King Of Combo         ,"North Indian, Chinese",tYBBFoxe.jpg,tYBBFoxe.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
169,           Fit Fuel Capital         ,"Healthy Food, Salad, Italian, Sandwich, Beverages",qFwsoxPR.jpg,qFwsoxPR.jpg,"Healthy Food, Salad, Italian, Sandwich, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,99,11:00
170,           Captain Grub         ,"Burger, American, Fast Food, Salad",hRIUTzsb.jpg,hRIUTzsb.jpg,"Burger, American, Fast Food, Salad",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,30,99,11:00
171,           Sikandrabadi         ,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai",IysVxtWi.jpg,IysVxtWi.jpg,"Biryani, North Indian, Chinese, Hyderabadi, Mughlai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,350,30,99,11:00
172,           Nazeer Foods         ,"Mughlai, Rolls",JbwjMktL.jpg,JbwjMktL.jpg,"Mughlai, Rolls",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,50,11:00
173,           Biryani Art         ,"Hyderabadi, North Indian, Biryani, Kebab",ACyojLfB.jpg,ACyojLfB.jpg,"Hyderabadi, North Indian, Biryani, Kebab",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,55,99,11:00
174,           Faasos         ,"North Indian, Fast Food, Biryani",bUxTPZOj.jpg,bUxTPZOj.jpg,"North Indian, Fast Food, Biryani",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,44,50,11:00
175,           The Chandni Chowk Restaurant         ,"North Indian, South Indian, Chinese, Mughlai, Street Food",zWTtABoE.jpg,zWTtABoE.jpg,"North Indian, South Indian, Chinese, Mughlai, Street Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,99,11:00
176,           Burger Point         ,"Burger, Fast Food",BykFHMxs.jpg,BykFHMxs.jpg,"Burger, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,40,50,11:00
177,           Taco Bell         ,"Mexican, Fast Food",sjFONhAp.jpg,sjFONhAp.jpg,"Mexican, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,30,50,11:00
178,           Adraq by OYO         ,North Indian,jKKCwfEt.jpg,jKKCwfEt.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
179,           Pizza Hut         ,"Italian, Pizza",ylYSIBKA.jpg,ylYSIBKA.jpg,"Italian, Pizza",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,30,50,11:00
180,           Mom's Pizza         ,"Pizza, Burger, Fast Food",pVnhgJWl.jpg,pVnhgJWl.jpg,"Pizza, Burger, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,60,50,11:00
181,           Dilli 6         ,"North Indian, Chinese",nsXAPeMq.jpg,nsXAPeMq.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,0,11:00
182,           Your's Pizza         ,"Pizza, Italian",APGLxSLt.jpg,APGLxSLt.jpg,"Pizza, Italian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,40,50,11:00
183,           Sagar Chole Bhature         ,Street Food,SrVUfzJw.jpg,SrVUfzJw.jpg,Street Food,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
184,           Waffles & Crepes         ,"Desserts, Beverages",RYYDdsEP.jpg,RYYDdsEP.jpg,"Desserts, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,45,50,11:00
185,           Healthie         ,"Healthy Food, Salad, Juices, Continental, Sandwich",KBixvkUn.jpg,KBixvkUn.jpg,"Healthy Food, Salad, Juices, Continental, Sandwich",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,350,50,50,11:00
186,           InnerChef         ,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",VrrOeVOk.jpg,VrrOeVOk.jpg,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
187,           Oye Samosa         ,"Fast Food, Rolls",VGVeLRLv.jpg,VGVeLRLv.jpg,"Fast Food, Rolls",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,60,99,11:00
188,           Dietwholic         ,"Healthy Food, North Indian, Chinese, Continental",wvwRiHAM.jpg,wvwRiHAM.jpg,"Healthy Food, North Indian, Chinese, Continental",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,60,99,11:00
189,           Ganeshwaram         ,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",MXWCWHKM.jpg,MXWCWHKM.jpg,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,45,50,11:00
190,           Prince Food Corner         ,"North Indian, Chinese",eirnJvYR.jpg,eirnJvYR.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
191,           Taco Bell         ,"Mexican, Fast Food",vTVLpVbj.jpg,vTVLpVbj.jpg,"Mexican, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,30,50,11:00
192,           Adraq by OYO         ,North Indian,EeZYFAWM.jpg,EeZYFAWM.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
193,           Pizza Hut         ,"Italian, Pizza",zaMMkjRp.jpg,zaMMkjRp.jpg,"Italian, Pizza",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,30,50,11:00
194,           Mom's Pizza         ,"Pizza, Burger, Fast Food",ymyVSijH.jpg,ymyVSijH.jpg,"Pizza, Burger, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,60,50,11:00
195,           Dilli 6         ,"North Indian, Chinese",fjhrGrAw.jpg,fjhrGrAw.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,0,11:00
196,           Your's Pizza         ,"Pizza, Italian",fieeWBWk.jpg,fieeWBWk.jpg,"Pizza, Italian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,40,50,11:00
197,           Sagar Chole Bhature         ,Street Food,YpxxQwGY.jpg,YpxxQwGY.jpg,Street Food,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
198,           Waffles & Crepes         ,"Desserts, Beverages",SbpHpKjR.jpg,SbpHpKjR.jpg,"Desserts, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,45,50,11:00
199,           Healthie         ,"Healthy Food, Salad, Juices, Continental, Sandwich",GmrbUoex.jpg,GmrbUoex.jpg,"Healthy Food, Salad, Juices, Continental, Sandwich",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,350,50,50,11:00
200,           InnerChef         ,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",GgRyHnXC.jpg,GgRyHnXC.jpg,"North Indian, Italian, Continental, Lebanese, Desserts, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,50,50,11:00
201,           Oye Samosa         ,"Fast Food, Rolls",hWNpAEMA.jpg,hWNpAEMA.jpg,"Fast Food, Rolls",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,60,99,11:00
202,           Dietwholic         ,"Healthy Food, North Indian, Chinese, Continental",wBxGJFCj.jpg,wBxGJFCj.jpg,"Healthy Food, North Indian, Chinese, Continental",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,60,99,11:00
203,           Ganeshwaram         ,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",avNkUAWm.jpg,avNkUAWm.jpg,"North Indian, South Indian, Chinese, Fast Food, Street Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,45,50,11:00
204,           Prince Food Corner         ,"North Indian, Chinese",QcYvDRbN.jpg,QcYvDRbN.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
205,           Big Bite Restaurant         ,"Healthy Food, Mughlai, Chinese, Fast Food",ArWeEyQV.jpg,ArWeEyQV.jpg,"Healthy Food, Mughlai, Chinese, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,99,11:00
206,           The Belgian Waffle Co.         ,"Desserts, Beverages",ZgQHgODI.jpg,ZgQHgODI.jpg,"Desserts, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
207,           The Maven's Junction         ,North Indian,coRMJGgD.jpg,coRMJGgD.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
208,           Asian Fun         ,"Chinese, Momos, Sushi, Thai, Asian",FtZOvoPD.jpg,FtZOvoPD.jpg,"Chinese, Momos, Sushi, Thai, Asian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,45,99,11:00
209,           Hira Sweets         ,"Mithai, North Indian, South Indian, Street Food, Chinese",LimLWZsv.jpg,LimLWZsv.jpg,"Mithai, North Indian, South Indian, Street Food, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
210,           Cafe 16         ,"Fast Food, Chinese",FtOEFgFw.jpg,FtOEFgFw.jpg,"Fast Food, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
211,           Hurry's Paratha         ,"North Indian, Pizza",ZmJFRYaL.jpg,ZmJFRYaL.jpg,"North Indian, Pizza",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,40,99,11:00
212,           Keventers         ,"Beverages, Ice Cream, Desserts",qyMhLggN.jpg,qyMhLggN.jpg,"Beverages, Ice Cream, Desserts",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
213,           Barfi         ,"North Indian, South Indian, Chinese, Street Food",PZeAuyRI.jpg,PZeAuyRI.jpg,"North Indian, South Indian, Chinese, Street Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
214,           O'Biryani by OYO         ,Biryani,cWiQKGKA.jpg,cWiQKGKA.jpg,Biryani,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
215,           Khan's Kathi Rolls         ,"North Indian, Rolls",JiPitXZc.jpg,JiPitXZc.jpg,"North Indian, Rolls",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,45,99,11:00
216,           Play Pizza         ,"Italian, Pizza",zbfkGkhx.jpg,zbfkGkhx.jpg,"Italian, Pizza",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,60,99,11:00
217,           Gulab         ,"North Indian, Chinese, Street Food, Mithai",lkobpPtp.jpg,lkobpPtp.jpg,"North Indian, Chinese, Street Food, Mithai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
218,           Shahi Kitchen         ,"North Indian, Chinese, Mughlai",htQOYiTV.jpg,htQOYiTV.jpg,"North Indian, Chinese, Mughlai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
219,           MomosBox         ,"Tibetan, Momos",dGZkaFXh.jpg,dGZkaFXh.jpg,"Tibetan, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,99,11:00
220,           The Belgian Waffle Co.         ,"Desserts, Beverages",CHRiVrqW.jpg,CHRiVrqW.jpg,"Desserts, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
221,           The Maven's Junction         ,North Indian,IRApHJKn.jpg,IRApHJKn.jpg,North Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,45,50,11:00
222,           Asian Fun         ,"Chinese, Momos, Sushi, Thai, Asian",gljVSTVR.jpg,gljVSTVR.jpg,"Chinese, Momos, Sushi, Thai, Asian",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,45,99,11:00
223,           Hira Sweets         ,"Mithai, North Indian, South Indian, Street Food, Chinese",PyddafNS.jpg,PyddafNS.jpg,"Mithai, North Indian, South Indian, Street Food, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
224,           Cafe 16         ,"Fast Food, Chinese",lHvMRHsW.jpg,lHvMRHsW.jpg,"Fast Food, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
225,           Hurry's Paratha         ,"North Indian, Pizza",NkIQbuqA.jpg,NkIQbuqA.jpg,"North Indian, Pizza",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,40,99,11:00
226,           Keventers         ,"Beverages, Ice Cream, Desserts",lLCIYRaV.jpg,lLCIYRaV.jpg,"Beverages, Ice Cream, Desserts",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
227,           Barfi         ,"North Indian, South Indian, Chinese, Street Food",hEnAtMsZ.jpg,hEnAtMsZ.jpg,"North Indian, South Indian, Chinese, Street Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
228,           O'Biryani by OYO         ,Biryani,kuCUsnPc.jpg,kuCUsnPc.jpg,Biryani,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
229,           Khan's Kathi Rolls         ,"North Indian, Rolls",LZjjShUe.jpg,LZjjShUe.jpg,"North Indian, Rolls",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,45,99,11:00
230,           Play Pizza         ,"Italian, Pizza",AHrQQPAP.jpg,AHrQQPAP.jpg,"Italian, Pizza",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,60,99,11:00
231,           Gulab         ,"North Indian, Chinese, Street Food, Mithai",oyFhOGvX.jpg,oyFhOGvX.jpg,"North Indian, Chinese, Street Food, Mithai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
232,           Shahi Kitchen         ,"North Indian, Chinese, Mughlai",dFPesueD.jpg,dFPesueD.jpg,"North Indian, Chinese, Mughlai",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
233,           MomosBox         ,"Tibetan, Momos",mFyFqacJ.jpg,mFyFqacJ.jpg,"Tibetan, Momos",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,99,11:00
234,           Naivedyam         ,South Indian,gctajIsB.jpg,gctajIsB.jpg,South Indian,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,250,45,50,11:00
235,           Roll Runner         ,"Rolls, Fast Food",DqqxgYYH.jpg,DqqxgYYH.jpg,"Rolls, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
236,           Rollmaal         ,"Rolls, Chinese, Desserts",SmHNyxCJ.jpg,SmHNyxCJ.jpg,"Rolls, Chinese, Desserts",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,99,11:00
237,           Food Plaza         ,"Chinese, North Indian, Fast Food",WATyEOgI.jpg,WATyEOgI.jpg,"Chinese, North Indian, Fast Food",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
238,           Bikkgane Biryani         ,"Biryani, North Indian, Andhra",LpIcYiAm.jpg,LpIcYiAm.jpg,"Biryani, North Indian, Andhra",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,30,50,11:00
239,           Cake N Flower         ,Bakery,VGioiKTG.jpg,VGioiKTG.jpg,Bakery,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,100,30,50,11:00
240,           Food For U         ,"North Indian, Chinese",TaBxIaZR.jpg,TaBxIaZR.jpg,"North Indian, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,200,30,50,11:00
241,           La Pino'z Pizza         ,"Pizza, Italian, Fast Food, Beverages",LtbxkLNh.jpg,LtbxkLNh.jpg,"Pizza, Italian, Fast Food, Beverages",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,300,40,99,11:00
242,           Moti Mahal Delux Tandoori Trail         ,"North Indian, Mughlai, Chinese",gjvfPZYf.jpg,gjvfPZYf.jpg,"North Indian, Mughlai, Chinese",                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,400,45,99,11:00
243,           Hot & Sour         ,Chinese,cgMqYpAN.jpg,cgMqYpAN.jpg,Chinese,                                                 Noida                                                ,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30,11:00,150,30,50,11:00
