id,name,description,short_description,food_type,is_offer_active,is_variant,base_price,is_outof_stock,status,is_deleted,created_on,updated_on
1030,Rara Chicken,Rara Chicken,Rara Chicken,Non-Vegetarian,True,False,400,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1031,Chicken Kali Mirch,Chicken Kali Mirch,Chicken Kali Mirch,Non-Vegetarian,True,False,400,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1032,Tawa Chicken,Tawa Chicken,Tawa Chicken,Vegetarian,True,False,380,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1033,Veg Aloo Tikka Burger,Veg Aloo Tikka Burger,Veg Aloo Tikka Burger,Non-Vegetarian,True,False,70,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1034,Veg Paneer Tikka Burger,Veg Paneer Tikka Burger,Veg Paneer Tikka Burger,Non-Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1035,TFS Special Veg Big Boy Burger,TFS Special Veg Big Boy Burger,TFS Special Veg Big Boy Burger,Non-Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1036,Chicken Burger,Chicken Burger,Chicken Burger,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1037,TFS Special Barbeque Burger,TFS Special Barbeque Burger,TFS Special Barbeque Burger,Non-Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1038,Spicy Chicken Burger,Spicy Chicken Burger,Spicy Chicken Burger,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1039,Chicken Cheese Burger,Chicken Cheese Burger,Chicken Cheese Burger,Vegetarian,True,False,85,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1040,Cheesy Dream Sandwich,Cheesy Dream Sandwich,Cheesy Dream Sandwich,Vegetarian,True,False,85,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1041,Veggie Delight Sandwich,Veggie Delight Sandwich,Veggie Delight Sandwich,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1042,Paneer Tikka Sandwich,Paneer Tikka Sandwich,Paneer Tikka Sandwich,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1043,TFS Special Pizza Sandwich,TFS Special Pizza Sandwich,TFS Special Pizza Sandwich,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1044,Onion Capsicum and Cheese Sandwich,Onion Capsicum and Cheese Sandwich,Onion Capsicum and Cheese Sandwich,Vegetarian,True,False,90,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1045,Veg TFS Triple Deck Sandwich,Veg TFS Triple Deck Sandwich,Veg TFS Triple Deck Sandwich,Non-Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1046,Chicken and Cheese Sandwich,Chicken and Cheese Sandwich,Chicken and Cheese Sandwich,Non-Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1047,Chilli Chicken Sandwich,Chilli Chicken Sandwich,Chilli Chicken Sandwich,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1048,Chicken Tikka Sandwich,Chicken Tikka Sandwich,Chicken Tikka Sandwich,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1049,TFS Special Chicken Pizza,TFS Special Chicken Pizza,TFS Special Chicken Pizza,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1050,TFS Tripple Deck Sandwich,TFS Tripple Deck Sandwich,TFS Tripple Deck Sandwich,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1051,Afghani Chicken Tikka Sandwich,Afghani Chicken Tikka Sandwich,Afghani Chicken Tikka Sandwich,Non-Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1052,Roti Combo,Roti Combo,Roti Combo,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1053,Rajma Thali,Rajma Thali,Rajma Thali,Non-Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1054,Chole Thali,Chole Thali,Chole Thali,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1055,Kadi Thali,Kadi Thali,Kadi Thali,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1056,Shahi Paneer Thali,Shahi Paneer Thali,Shahi Paneer Thali,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1057,Dal Makhani Thali,Dal Makhani Thali,Dal Makhani Thali,Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1058,Kadai Paneer Thali,Kadai Paneer Thali,Kadai Paneer Thali,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1059,Paneer Butter Masala Thali,Paneer Butter Masala Thali,Paneer Butter Masala Thali,Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1060,Paneer Lababdaar Thali,Paneer Lababdaar Thali,Paneer Lababdaar Thali,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1061,Soya Chap Thali,Soya Chap Thali,Soya Chap Thali,Non-Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1062,Mushroom Butter Masala Thali,Mushroom Butter Masala Thali,Mushroom Butter Masala Thali,Vegetarian,True,False,170,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1063,Executive Thali,Executive Thali,Executive Thali,Vegetarian,True,False,220,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1064,Kadai Paneer [500 Ml],Kadai Paneer [500 Ml],Kadai Paneer [500 Ml],Non-Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1065,Shahi Paneer [500 Ml],Shahi Paneer [500 Ml],Shahi Paneer [500 Ml],Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1066,Paneer Butter Masala [500 Ml],Paneer Butter Masala [500 Ml],Paneer Butter Masala [500 Ml],Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1067,Palak Paneer [500 Ml],Palak Paneer [500 Ml],Palak Paneer [500 Ml],Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1068,Paneer Makhani [500 Ml],Paneer Makhani [500 Ml],Paneer Makhani [500 Ml],Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1069,Paneer Lababdar [500 Ml],Paneer Lababdar [500 Ml],Paneer Lababdar [500 Ml],Non-Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1070,Paneer Kali Mirchi [500 Ml],Paneer Kali Mirchi [500 Ml],Paneer Kali Mirchi [500 Ml],Non-Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1071,Matar Paneer [500 Ml],Matar Paneer [500 Ml],Matar Paneer [500 Ml],Non-Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1072,Tawa Paneer,Tawa Paneer,Tawa Paneer,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1073,Paneer Methi Malai,Paneer Methi Malai,Paneer Methi Malai,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1074,Paneer Rogan Josh,Paneer Rogan Josh,Paneer Rogan Josh,Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1075,Paneer Bhurji,Paneer Bhurji,Paneer Bhurji,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1076,Paneer Tikka Masala,Paneer Tikka Masala,Paneer Tikka Masala,Non-Vegetarian,True,False,130,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1077,Paneer Amritsari,Paneer Amritsari,Paneer Amritsari,Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1078,Handi Paneer,Handi Paneer,Handi Paneer,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1079,Paneer Takatak,Paneer Takatak,Paneer Takatak,Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1080,Yellow Dal Tadka,Yellow Dal Tadka,Yellow Dal Tadka,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1081,Dal Makhani,Dal Makhani,Dal Makhani,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1082,Dal Amritsari,Dal Amritsari,Dal Amritsari,Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1083,Rajma Masala,Rajma Masala,Rajma Masala,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1084,Chole Masala,Chole Masala,Chole Masala,Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1085,Pindi Chole,Pindi Chole,Pindi Chole,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1086,Mixed Veg,Mixed Veg,Mixed Veg,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1087,Jeera Aloo,Jeera Aloo,Jeera Aloo,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1088,Aloo Gobhi Masala,Aloo Gobhi Masala,Aloo Gobhi Masala,Vegetarian,True,False,80,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1089,Dum Aloo Kashmiri,Dum Aloo Kashmiri,Dum Aloo Kashmiri,Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1090,Dum Aloo Banarasi,Dum Aloo Banarasi,Dum Aloo Banarasi,Non-Vegetarian,True,False,120,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1091,Butter Soya Chaap Masala,Butter Soya Chaap Masala,Butter Soya Chaap Masala,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1092,Kadai Chaap,Kadai Chaap,Kadai Chaap,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1093,Matar Mushroom,Matar Mushroom,Matar Mushroom,Vegetarian,True,False,160,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1094,Mushroom Methi Malai,Mushroom Methi Malai,Mushroom Methi Malai,Non-Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1095,Mushroom Tikka Masala,Mushroom Tikka Masala,Mushroom Tikka Masala,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1096,Veg Fried Rice,Veg Fried Rice,Veg Fried Rice,Vegetarian,True,False,62,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1097,Chilly Fried Rice,Chilly Fried Rice,Chilly Fried Rice,Vegetarian,True,False,75,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1098,Egg Fried Rice [2 Eggs],Egg Fried Rice [2 Eggs],Egg Fried Rice [2 Eggs],Vegetarian,True,False,150,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1099,Chilly Chowmein,Chilly Chowmein,Chilly Chowmein,Non-Vegetarian,True,False,87,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1100,Chowmein,Chowmein,Chowmein,Non-Vegetarian,True,False,50,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1101,Paneer Chowmein,Paneer Chowmein,Paneer Chowmein,Non-Vegetarian,True,False,87,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1102,Singapuri Chowmein,Singapuri Chowmein,Singapuri Chowmein,Non-Vegetarian,True,False,87,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1103,Singapuri Paneer Chowmein,Singapuri Paneer Chowmein,Singapuri Paneer Chowmein,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1104,Singapuri Paneer Chowmein,Singapuri Paneer Chowmein,Singapuri Paneer Chowmein,Non-Vegetarian,True,False,100,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1105,Egg Chowmein,Egg Chowmein,Egg Chowmein,Vegetarian,True,False,87,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1106,Paneer Pyaz Pizza,Paneer Pyaz Pizza,Paneer Pyaz Pizza,Vegetarian,True,False,109,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1107,Mushroom Pyaz Pizza,Mushroom Pyaz Pizza,Mushroom Pyaz Pizza,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1108,Mix Oil Pyaz Pizza,Mix Oil Pyaz Pizza,Mix Oil Pyaz Pizza,Vegetarian,True,False,125,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1109,Mar Ghota Pizza,Mar Ghota Pizza,Mar Ghota Pizza,Vegetarian,True,False,69,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1110,Cheese Corn Pizza,Cheese Corn Pizza,Cheese Corn Pizza,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1111,From Fresh Pizza,From Fresh Pizza,From Fresh Pizza,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1112,Red Sauce Pasta,Red Sauce Pasta,Red Sauce Pasta,Vegetarian,True,False,84,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1113,White Sauce Pasta,White Sauce Pasta,White Sauce Pasta,Vegetarian,True,False,102,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1114,Mix Sauce Pasta,Mix Sauce Pasta,Mix Sauce Pasta,Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1115,Pasta,Pasta,Pasta,Vegetarian,True,False,75,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1116,Paneer Burger,Paneer Burger,Paneer Burger,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1117,Veg Burger,Veg Burger,Veg Burger,Non-Vegetarian,True,False,84,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1118,Chilly Lava Burger,Chilly Lava Burger,Chilly Lava Burger,Non-Vegetarian,True,False,84,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1119,Maharaja Burger,Maharaja Burger,Maharaja Burger,Non-Vegetarian,True,False,140,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1120,Aloo Patties Burger,Aloo Patties Burger,Aloo Patties Burger,Vegetarian,True,False,84,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1121,Aloo Patties Burger,Aloo Patties Burger,Aloo Patties Burger,Vegetarian,True,False,84,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1122,Paneer Chilly Lava,Paneer Chilly Lava,Paneer Chilly Lava,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1123,Veg Spicy Burger,Veg Spicy Burger,Veg Spicy Burger,Non-Vegetarian,True,False,84,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1124,Sada Burger,Sada Burger,Sada Burger,Non-Vegetarian,True,False,30,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1125,Grilled Sandwich,Grilled Sandwich,Grilled Sandwich,Vegetarian,True,False,84,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1126,Kadai Paneer Sandwich,Kadai Paneer Sandwich,Kadai Paneer Sandwich,Vegetarian,True,False,84,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1127,Paneer Korma Sandwich,Paneer Korma Sandwich,Paneer Korma Sandwich,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1128,Veg Sandwich,Veg Sandwich,Veg Sandwich,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1129,Bombay Splecial Sandwich,Bombay Splecial Sandwich,Bombay Splecial Sandwich,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1130,Crispy Sandwich,Crispy Sandwich,Crispy Sandwich,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1131,Spicy Sandwich,Spicy Sandwich,Spicy Sandwich,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1132,Garlic Sandwich,Garlic Sandwich,Garlic Sandwich,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1133,Plain Sandwich,Plain Sandwich,Plain Sandwich,Non-Vegetarian,True,False,30,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1134,Kala Jamun Mewa Se Bharpur [1 kg],Kala Jamun Mewa Se Bharpur [1 kg],Kala Jamun Mewa Se Bharpur [1 kg],Vegetarian,True,False,375,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1135,Mix Sweet [1 kg],Mix Sweet [1 kg],Mix Sweet [1 kg],Non-Vegetarian,True,False,500,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1136,Special Sweet [1 kg],Special Sweet [1 kg],Special Sweet [1 kg],Vegetarian,True,False,500,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1137,Rasmalai,Rasmalai,Rasmalai,Vegetarian,True,False,38,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1138,Spanch Chena,Spanch Chena,Spanch Chena,Vegetarian,True,False,38,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1139,Dhokla  [1 kg],Dhokla  [1 kg],Dhokla  [1 kg],Vegetarian,True,False,250,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1140,Boondi  [1 kg],Boondi  [1 kg],Boondi  [1 kg],Non-Vegetarian,True,False,250,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1141,Besan Ke Ladoo [1 kg],Besan Ke Ladoo [1 kg],Besan Ke Ladoo [1 kg],Vegetarian,True,False,250,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1142,Oreo Shake,Oreo Shake,Oreo Shake,Non-Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1143,Strawberry Shake,Strawberry Shake,Strawberry Shake,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1144,KitKat Shake,KitKat Shake,KitKat Shake,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1145,Vanilla Shake,Vanilla Shake,Vanilla Shake,Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1146,Mojito Mint Shake,Mojito Mint Shake,Mojito Mint Shake,Vegetarian,True,False,51,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1147,Cold Coffee,Cold Coffee,Cold Coffee,Vegetarian,True,False,69,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1148,Badam Milk,Badam Milk,Badam Milk,Non-Vegetarian,True,False,39,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1149,Mewa Yukt Lassi,Mewa Yukt Lassi,Mewa Yukt Lassi,Non-Vegetarian,True,False,39,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1150,Chole Bhature,Chole Bhature,Chole Bhature,Non-Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1151,Chole Poori,Chole Poori,Chole Poori,Non-Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1152,Gulab Jamun,Gulab Jamun,Gulab Jamun,Vegetarian,True,False,35,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1153,Rajma Chawal,Rajma Chawal,Rajma Chawal,Non-Vegetarian,True,False,119,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1154,Chole Chawal,Chole Chawal,Chole Chawal,Vegetarian,True,False,99,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1155,Kadhi Chawal,Kadhi Chawal,Kadhi Chawal,Vegetarian,True,False,110,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1156,Amritsari Dal Makhani Special with Lachha Parantha,Amritsari Dal Makhani Special with Lachha Parantha,Amritsari Dal Makhani Special with Lachha Parantha,Non-Vegetarian,True,False,129,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1157,Shahi Paneer Combo,Shahi Paneer Combo,Shahi Paneer Combo,Vegetarian,True,False,149,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1158,Special Rajma Combo,Special Rajma Combo,Special Rajma Combo,Vegetarian,True,False,105,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1159,Standard Thali,Standard Thali,Standard Thali,Vegetarian,True,False,139,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1160,Deluxe Thali,Deluxe Thali,Deluxe Thali,Non-Vegetarian,True,False,159,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1161,Special Thali,Special Thali,Special Thali,Vegetarian,True,False,180,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1162,Chef Special Thali,Chef Special Thali,Chef Special Thali,Vegetarian,True,False,199,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1163,Laccha Parantha Thali,Laccha Parantha Thali,Laccha Parantha Thali,Vegetarian,True,False,159,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1164,Sweet Lachcha Parantha Thaali,Sweet Lachcha Parantha Thaali,Sweet Lachcha Parantha Thaali,Non-Vegetarian,True,False,195,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1165,Gulab Jamun,Gulab Jamun,Gulab Jamun,Non-Vegetarian,True,False,35,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1166,Kheer,Kheer,Kheer,Non-Vegetarian,True,False,79,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1167,Mineral Water [1 litre],Mineral Water [1 litre],Mineral Water [1 litre],Non-Vegetarian,True,False,39,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1168,Coke [600 ml],Coke [600 ml],Coke [600 ml],Vegetarian,True,False,69,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1169,Fanta  [600 ml],Fanta  [600 ml],Fanta  [600 ml],Vegetarian,True,False,69,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1170,Frooti [160 ml],Frooti [160 ml],Frooti [160 ml],Vegetarian,True,False,20,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
1171,Sweet Lassi [300 ml],Sweet Lassi [300 ml],Sweet Lassi [300 ml],Vegetarian,True,False,89,False,True,False,2019-05-16 12:20:24.966978+05:30,2019-05-16 12:20:24.966978+05:30
